Name,Cluster,Min Age,Rating Average,Users Rated,Complexity Average,Play Time,Min Players,Max Players,Custom Rating
conspiracy: the solomon gambit,91,14,6.79,118,2.5,60,2,4,801.22
convert,195,6,7.04,104,2.14,10,1,2,732.16
crusader,13,12,6.55,146,2.45,180,2,4,956.3
for glory,110,14,8.41,75,2.0,90,2,2,630.75
flip over frog,403,6,6.75,117,1.25,15,2,4,789.75
just4fun,895,9,5.82,602,1.27,25,2,4,3503.6400000000003
€uro crisis,8,14,7.02,96,3.13,90,3,4,673.92
plażing: parawany w dłoń,26,8,7.41,89,2.75,45,2,4,659.49
kapow!,414,8,7.83,91,2.2,60,2,4,712.53
warriors of jogu: feint,160,0,7.28,97,2.2,30,2,2,706.16
agents of mayhem: pride of babylon,534,13,7.82,73,3.13,120,2,4,570.86
rancho,874,7,6.1,282,1.57,45,2,6,1720.1999999999998
blue skies,656,14,6.54,141,2.0,45,2,5,922.14
dragon parade,182,10,5.78,640,1.23,30,2,5,3699.2000000000003
alcazar,818,10,6.05,290,2.77,60,2,5,1754.5
city of zombies,646,6,6.81,128,1.57,30,1,6,871.68
element: silver,614,14,7.95,64,2.0,60,2,4,508.8
far away,129,13,7.88,81,3.0,150,2,2,638.28
gold connection,842,10,6.43,155,1.82,60,2,4,996.65
connect6,138,8,6.6,157,2.63,30,2,2,1036.2
1809: napoleon's danube campaign,212,12,6.45,172,3.5,240,2,2,1109.4
complots 2,96,8,6.95,112,2.0,15,2,8,778.4
autoscooter,150,10,6.21,201,2.0,60,2,8,1248.21
kraken attack!,580,7,7.23,93,1.33,25,1,4,672.39
the shadow over westminster,663,14,6.61,130,2.5,60,1,4,859.3000000000001
dungeons & dragons adventure game,137,12,6.46,171,2.41,60,3,6,1104.66
juices,28,8,6.79,143,1.67,20,2,10,970.97
tunhell,15,8,6.52,145,1.6,40,2,4,945.4
wrath of kings,793,0,7.9,76,2.9,120,2,0,600.4
russia besieged: deluxe edition,169,0,8.58,60,3.43,1200,1,2,514.8
warfighter shadow war: the modern night combat card game,568,14,8.39,65,3.8,90,1,6,545.35
the last bottle of rum,930,10,8.01,74,2.0,60,2,5,592.74
rogue trooper,203,12,6.07,349,2.22,120,2,6,2118.4300000000003
venice connection,703,10,5.9,417,1.67,10,2,2,2460.3
keep up the fire!: the boxer rebellion,329,13,7.25,94,1.86,50,1,1,681.5
6 castles,0,8,7.42,84,2.75,60,2,4,623.28
gondor,752,12,6.18,254,2.73,120,2,2,1569.72
bravery in the sand,72,0,7.23,84,1.67,60,2,2,607.32
adeptus titanicus: the horus heresy rules set,71,14,8.41,55,4.0,250,2,2,462.55
rush hour,16,8,6.24,222,1.33,60,2,6,1385.28
swing states 2012,875,12,7.04,103,2.29,40,1,1,725.12
the king's war: the first english civil war 1642-1646,688,12,7.12,92,3.43,240,2,2,655.04
paper safari,87,0,6.77,141,1.0,30,2,5,954.5699999999999
british vs pirates: volume 1,105,14,7.36,92,2.5,60,2,6,677.12
sellswords: olympus,89,0,6.95,92,2.0,15,2,2,639.4
take stock,848,10,5.85,530,1.79,60,2,6,3100.5
anno domini: im namen des gesetzes,89,10,6.82,102,1.33,30,2,8,695.64
"the siege of orgun: afghanistan, 1983",64,0,7.67,70,2.7,120,2,2,536.9
tea time,26,8,5.97,333,1.2,30,2,4,1988.01
aeronautica imperialis: wings of vengeance,25,14,7.95,71,2.33,90,2,2,564.45
road to the white house,718,12,6.17,259,3.53,240,3,6,1598.03
rummikub twist,46,8,7.38,82,2.0,45,2,4,605.16
gier,545,8,6.13,256,1.5,15,2,5,1569.28
senjutsu: dynamic samurai combat,589,10,6.6,145,2.1,30,2,2,957.0
meltdown 2020,454,8,6.27,190,1.82,40,1,5,1191.3
talat,4,8,6.23,207,2.0,33,2,3,1289.6100000000001
dropfleet commander,793,0,7.4,90,3.0,150,2,4,666.0
bee lives: we will only know summer,679,14,6.94,114,3.63,120,1,4,791.1600000000001
how to serve man,12,10,6.48,182,2.07,60,2,6,1179.3600000000001
rivoli 1797,212,13,8.18,58,3.4,240,2,2,474.44
justice league: hero dice - flash,543,10,6.53,145,2.0,30,1,4,946.85
spiel,611,6,6.21,210,1.67,20,2,6,1304.1
victoriana,543,14,7.55,73,2.67,90,1,4,551.15
eight epics,543,10,5.9,422,2.0,60,1,8,2489.8
britannia: classic and duel edition,70,14,7.88,63,3.5,240,2,4,496.44
1972: the lost phantom,81,0,7.16,92,1.9,90,1,1,658.72
gran circo,274,10,7.38,75,2.0,50,3,5,553.5
"river of death: battle of chickamauga, september 19-20, 1863",13,14,7.39,71,3.5,360,2,2,524.6899999999999
take it or leave it,71,8,6.11,245,1.37,30,2,5,1496.95
flicochet,471,6,7.03,87,1.0,20,2,6,611.61
leaders: the combined strategy game,435,12,6.71,226,2.64,240,2,6,1516.46
contract rummy,306,0,6.63,136,1.85,120,3,8,901.68
urban operations,267,14,7.28,109,3.57,300,1,6,793.52
infinity: operation red veil,662,12,7.92,62,4.67,150,2,2,491.04
toddles-bobbles,316,4,6.58,154,1.0,15,2,6,1013.32
quest: a time of heroes,53,10,6.1,268,1.87,90,2,5,1634.8
word slam midnight,57,18,7.26,82,1.0,45,3,99,595.3199999999999
quads,18,6,6.12,259,1.87,10,2,2,1585.08
death wears white,19,16,7.59,62,2.17,300,9,9,470.58
fall of magic,74,8,8.3,53,1.0,120,2,4,439.90000000000003
won by the sword,905,12,6.53,152,2.6,360,2,2,992.5600000000001
rory's story cubes: fantasia,646,6,6.68,125,1.0,20,1,12,835.0
die mauer,263,8,6.04,281,1.27,30,3,6,1697.24
legends of the american frontier,481,13,6.44,163,2.5,90,3,7,1049.72
iss vanguard,532,13,7.89,105,2.5,120,1,4,828.4499999999999
john carter: warlord of mars,477,12,6.59,163,3.11,360,2,6,1074.17
swords of sovereignty: bouvines 1214 - worringen 1288,925,0,8.0,61,2.43,120,2,2,488.0
the captain is dead: dangerous planet,930,14,7.25,86,2.75,90,2,7,623.5
serpent's tongue,550,12,6.49,207,3.67,30,1,8,1343.43
kragmortha,649,8,5.76,1141,1.42,45,2,8,6572.16
lots: a competitive tower building game,565,10,7.53,83,1.33,30,1,4,624.99
claim,792,10,6.39,172,2.29,60,2,4,1099.08
strong stuff!,266,5,6.36,172,1.0,20,2,6,1093.92
last defense!,286,8,6.96,110,1.5,20,2,6,765.6
hot tin roof,154,10,6.14,251,1.93,60,3,4,1541.1399999999999
"red star/white eagle: the russo-polish war, 1920",379,12,7.65,72,3.13,480,2,2,550.8000000000001
arkon,821,13,7.95,151,1.92,30,2,4,1200.45
operation michael,72,12,6.81,114,2.72,180,2,2,776.3399999999999
"heist: one team, one mission",213,7,6.77,124,1.0,15,2,4,839.4799999999999
blorg in the midwest,438,10,6.98,108,1.8,20,1,1,753.84
papayoo,14,7,6.08,280,1.0,30,3,8,1702.4
ausbrecher ag,576,10,6.07,272,1.34,20,2,6,1651.04
best treehouse ever: forest of fun,963,8,6.62,129,2.0,30,1,4,853.98
exceed: seventh cross - magic vs. monsters box,475,10,8.59,51,3.0,30,2,2,438.09
pirates vs. dinosaurs,203,11,6.11,253,2.13,90,2,6,1545.8300000000002
seven pines,643,12,7.55,79,3.29,240,1,2,596.4499999999999
stock market game,456,10,6.18,318,1.95,180,2,8,1965.24
rise of cthulhu,408,14,6.49,180,1.67,30,2,2,1168.2
trôl,71,0,6.75,129,2.0,30,2,5,870.75
montgolfiere,262,7,5.84,587,1.22,45,2,6,3428.08
warstones,411,12,7.15,114,1.75,30,2,4,815.1
retro: tactical wwii wargame variant rules,115,12,7.94,76,2.58,30,1,2,603.44
ming dynasty,398,10,5.86,512,2.84,90,2,4,3000.32
tannenberg and the opening battles in the east 1914,280,10,6.4,164,3.08,180,1,3,1049.6000000000001
cityfight: modern combat in the urban environment,610,12,6.89,111,4.32,360,2,3,764.79
dinner in paris,698,8,8.04,67,2.2,60,2,4,538.68
dice masters,174,14,9.1,53,3.14,35,2,2,482.29999999999995
tank on tank,115,10,6.8,119,1.52,60,1,2,809.1999999999999
john silver,21,10,6.04,278,1.71,30,2,4,1679.1200000000001
adventure tours,603,10,6.08,265,1.79,45,3,6,1611.2
flapjacks & sasquatches,623,8,6.19,293,1.5,20,2,8,1813.67
zipang portable,95,8,7.2,108,1.5,20,2,6,777.6
zoo ball,15,10,6.32,184,1.0,30,2,4,1162.88
1851: kentucky & tennessee,258,14,6.85,99,3.27,180,3,5,678.15
pappy winchester,51,8,6.74,126,2.0,40,3,5,849.24
crime hotel,114,8,6.69,136,1.6,45,3,4,909.84
star wars miniatures battles,745,12,6.64,147,3.35,120,2,3,976.0799999999999
munchkin axe cop,603,10,6.13,350,1.75,120,3,6,2145.5
zombies keep out,809,8,6.38,186,1.91,45,1,6,1186.68
no stress chess,45,7,6.32,188,2.25,60,2,2,1188.16
justinian,818,10,5.81,610,2.17,45,2,4,3544.1
hunters from the sky,379,15,6.79,111,3.23,240,2,2,753.69
red poppies: wwi tactics,925,0,7.38,70,2.47,90,2,2,516.6
starship troopers miniatures game,11,12,6.87,144,2.68,180,2,2,989.28
widower's wood: an iron kingdoms adventure board game,645,14,7.2,88,3.5,120,2,4,633.6
the big cheese,376,10,5.89,488,1.35,30,3,6,2874.3199999999997
voc! founding the dutch east indies company,833,10,6.07,270,2.58,90,3,5,1638.9
taxi derby,954,10,7.64,73,2.0,75,1,5,557.72
johnny reb iii: regimental grand tactical american civil war miniatures rules,372,12,7.23,92,3.73,360,2,2,665.1600000000001
atlantic wall: d-day to falaise,478,16,8.08,69,4.89,14400,2,6,557.52
darkness comes rattling,601,13,6.53,149,2.71,120,2,6,972.97
mask of moai,213,10,7.06,92,1.0,60,2,6,649.52
bali,324,10,6.43,167,1.74,30,1,4,1073.81
kampf gegen das spiessertum,481,18,7.16,99,1.0,500,3,10,708.84
ugly christmas sweaters,361,8,7.42,82,2.5,60,2,4,608.4399999999999
trophies,15,8,7.28,88,1.0,15,2,30,640.64
lord of the rings: the adventure deck game,275,6,6.78,126,1.65,5,1,1,854.2800000000001
god dice,71,0,6.35,233,1.47,30,2,4,1479.55
crazy karts,742,8,5.88,497,1.83,60,3,8,2922.36
maniacal,991,8,7.62,71,2.58,120,2,5,541.02
shifting realms,974,10,7.08,110,2.5,60,2,4,778.8
roar-a-saurus,677,8,6.02,311,1.21,15,2,5,1872.2199999999998
clue: the card game,346,8,5.84,635,1.57,45,3,5,3708.4
dicke dämonen,884,10,6.63,121,2.08,20,1,4,802.23
germania magna: border in flames,260,14,6.33,190,2.5,60,2,4,1202.7
castello methoni,632,8,6.85,108,2.25,50,3,5,739.8
titan legions,297,12,6.72,120,2.58,240,2,2,806.4
hanau 1813,925,0,8.16,55,3.08,0,2,2,448.8
wrasslin',756,10,5.94,380,1.58,45,2,16,2257.2000000000003
fantastic park,190,7,6.42,154,1.5,30,2,5,988.68
reiner knizia's amazing flea circus,182,6,5.82,589,1.06,10,2,6,3427.98
telepathy,163,12,6.57,149,2.17,20,2,4,978.9300000000001
50 clues: the fate of leopold,93,16,6.58,138,2.0,90,1,5,908.04
book it!: the pro wrestling promoter card game,69,13,7.63,119,2.0,90,1,4,907.97
the great game: rival empires in central asia 1837-1886,422,0,7.13,91,2.08,180,2,2,648.83
monsterpocalypse: voltron - defender of the universe battle game,179,10,7.05,94,2.44,90,2,2,662.6999999999999
kardinal,18,10,6.59,124,2.18,20,2,4,817.16
ats stalingrad: dzerhezinsky tractor works 1942,925,12,7.45,65,3.57,120,2,2,484.25
star fleet battles (commander's edition),477,12,7.69,71,4.2,180,2,2,545.99
eagles of the empire: preussisch-eylau,102,12,6.71,118,2.64,180,1,2,791.78
wakanda,207,8,6.03,279,1.54,15,2,2,1682.3700000000001
hemloch: midnight edition,412,0,6.96,88,2.31,30,2,2,612.48
anno domini: sport,89,10,6.69,111,1.4,30,2,8,742.59
l'osti d'jeu,621,18,6.11,249,1.0,40,3,12,1521.39
circular reasoning: the well of power,363,10,6.58,137,2.33,30,2,4,901.46
im reich der jadegöttin,530,8,6.27,178,2.06,60,2,4,1116.06
ludi gladiatorii,832,10,6.58,138,1.79,45,1,5,908.04
telepathy: magic minds,15,10,6.71,111,1.25,20,2,2,744.81
this war without an enemy,372,12,7.91,55,3.5,240,2,2,435.05
preference,395,0,7.52,77,3.31,120,3,4,579.04
match madness,9,7,6.26,202,1.0,20,1,4,1264.52
turin market,762,9,6.21,193,1.25,30,2,5,1198.53
general quarters,293,12,7.25,80,2.3,240,0,0,580.0
lost treasure,564,8,6.24,207,1.47,60,2,4,1291.68
vietnam solitaire special edition,222,12,7.38,80,2.38,60,1,2,590.4
rush hour scramble,531,8,6.62,120,1.4,20,2,4,794.4
sword & sorcery: ancient chronicles,283,12,8.73,101,3.8,90,1,5,881.73
captain silver,15,6,6.42,168,1.25,20,2,4,1078.56
portal of morth,313,12,6.71,128,3.13,180,1,4,858.88
la batalla de los arapiles,84,12,7.99,60,3.75,2400,2,4,479.40000000000003
risk: halo legendary edition,85,10,6.4,196,2.42,90,2,5,1254.4
the return of the stainless steel rat,177,10,6.64,130,2.6,60,1,2,863.1999999999999
into the bastards!: first tank battle,72,0,7.37,75,2.5,240,2,2,552.75
age of reason,252,12,7.11,89,3.64,150,3,7,632.7900000000001
risk: plants vs. zombies,403,10,6.1,272,1.67,60,2,2,1659.1999999999998
fruit spy,452,8,5.83,563,1.27,20,3,5,3282.29
napoleon returns 1815,553,14,7.8,64,1.89,120,2,3,499.2
team up!,187,7,6.4,154,1.33,30,1,4,985.6
king frog,639,7,6.85,97,1.0,15,2,4,664.4499999999999
gothic doctor,46,12,6.86,119,1.9,25,2,4,816.34
plateau,363,8,7.25,84,2.6,45,2,2,609.0
bemused,402,12,6.99,128,2.4,30,4,6,894.72
escalation!,182,10,5.75,894,1.07,15,2,6,5140.5
dinosaur world,852,10,7.88,62,2.83,120,2,4,488.56
hibernia,30,8,6.2,224,1.73,40,3,4,1388.8
sitting ducks deluxe,114,10,6.15,223,1.36,40,3,6,1371.45
bloody kasserine,925,12,6.43,140,2.3,120,2,2,900.1999999999999
hack trick: it's hacking time,412,10,6.83,107,1.8,15,2,2,730.8100000000001
pasha,111,8,6.14,227,1.43,30,2,5,1393.78
premières gloires,106,0,8.23,51,3.5,0,2,2,419.73
frontiers: liberty or death!,443,10,6.12,257,2.28,45,2,2,1572.84
gipfelkraxler,434,8,6.17,207,1.42,30,2,4,1277.19
orient express,744,14,7.06,87,2.6,90,2,5,614.2199999999999
holdfast: atlantic 1939-45,533,13,7.27,79,2.33,150,1,2,574.3299999999999
"richard scarry's busytown: busy, busy airport game",740,3,6.21,201,1.11,15,2,4,1248.21
magiczny miecz,385,12,6.24,233,2.0,240,2,6,1453.92
cranium,781,13,5.68,8582,1.43,60,4,16,48745.759999999995
marrakesh,421,6,6.32,184,1.26,20,2,4,1162.88
sow,507,10,6.12,234,2.0,25,2,4,1432.08
hof gap: the nurnberg pincer,106,12,7.01,106,3.6,120,2,2,743.06
puzzle dungeon,908,13,7.72,77,1.8,20,1,1,594.4399999999999
space walk,78,8,5.95,362,1.48,45,2,5,2153.9
the fellowship of the ring,610,13,6.15,277,3.57,240,2,2,1703.5500000000002
deathride: mars-la-tour 1870,261,0,7.1,88,2.5,180,2,2,624.8
grandbois,89,8,7.24,81,1.25,30,2,4,586.44
zeppelin raider: imperial german naval airships,81,12,7.79,81,2.71,300,1,1,630.99
monsters vs. heroes: victorian nightmares,89,8,6.05,338,1.33,30,2,8,2044.8999999999999
best of werewolves of miller's hollow,310,14,7.22,89,2.0,30,8,28,642.5799999999999
dead & breakfast,703,6,7.26,87,2.0,40,2,4,631.62
maya,614,8,6.96,102,1.5,45,2,4,709.92
split (revised edition),77,12,6.11,261,1.52,45,2,6,1594.71
dadaocheng (second edition),94,10,7.06,84,3.2,60,1,4,593.04
the sun of austerlitz,212,12,7.29,90,3.62,120,2,2,656.1
anomaly,326,14,7.16,93,2.33,60,2,4,665.88
napoleon at the crossroads,268,12,7.33,82,3.46,180,2,4,601.0600000000001
la venise du nord,105,12,6.42,156,2.71,60,2,4,1001.52
bohnanza: 20 jahre,306,10,7.39,72,1.5,45,3,5,532.0799999999999
the battle of monmouth,147,12,6.65,120,2.68,180,2,2,798.0
gato leader,102,12,7.15,91,2.67,60,1,1,650.65
no time for heroes,423,8,6.91,134,2.2,45,1,4,925.94
en garde!,202,0,6.76,112,2.23,90,2,20,757.12
perplexus rookie,200,0,6.98,87,1.8,10,1,1,607.26
flames of war: open fire!,644,12,7.49,72,3.75,120,2,2,539.28
q•bitz,914,8,6.07,285,1.38,25,2,4,1729.95
dragon market,662,7,6.53,146,1.6,40,2,4,953.38
chickamauga: the confederacy's last hope,379,12,7.24,85,3.21,240,2,2,615.4
leningrad '41,533,10,8.09,51,2.63,120,1,2,412.59
spite & malice,374,8,5.88,519,1.38,30,2,5,3051.72
schrödinger's cats,336,8,6.02,328,1.33,30,2,6,1974.56
olympia 2000 (v. chr.),150,9,6.05,265,1.38,30,2,5,1603.25
boomtown bandits,623,9,6.48,169,1.8,30,2,5,1095.1200000000001
the fall of france,72,12,6.85,114,4.0,240,2,2,780.9
caesar's legions,610,12,6.17,255,2.8,90,2,2,1573.35
de ontembare stad,521,10,6.06,309,2.64,75,2,5,1872.54
spells of doom,281,0,6.85,109,3.14,60,2,4,746.65
kapitän wackelpudding,27,8,6.21,201,1.1,30,2,5,1248.21
the last garden,225,13,7.2,96,2.33,45,2,4,691.2
midway,589,12,6.35,166,2.33,240,2,2,1054.1
boomerang: usa,87,10,7.25,72,2.0,30,2,4,522.0
co-mix,68,6,6.03,287,1.13,30,3,10,1730.6100000000001
intrigue city,166,12,6.84,114,2.69,60,2,5,779.76
"a victory complete: the battle of tannenberg, 1914",379,12,7.04,81,2.38,210,2,2,570.24
infinity defiance,458,14,9.16,89,3.5,60,1,4,815.24
adventure of d,24,0,6.68,110,2.08,30,1,4,734.8
a wing and a prayer: bombing the reich,737,12,7.41,84,2.11,120,1,2,622.44
escape tales: children of wyrmwoods,48,16,7.67,60,3.0,450,1,4,460.2
hexpanse,403,10,6.73,171,2.29,60,2,4,1150.8300000000002
newtown,72,12,7.29,83,2.92,150,2,2,605.07
edelweiss: the struggle in the caucasus,13,12,7.3,76,4.6,360,2,2,554.8
babylon 5: a call to arms - second edition,11,12,7.43,70,3.13,120,2,4,520.1
arriala: canal de garonne,411,8,6.4,171,2.33,30,2,4,1094.4
the front nine,87,10,6.93,97,2.1,45,2,4,672.2099999999999
founders of the empire,0,12,6.35,167,2.3,45,2,4,1060.45
jane austen's matchmaker,90,8,6.46,136,2.0,30,3,6,878.56
silenze: zombie city,125,10,6.77,131,2.0,20,2,6,886.8699999999999
flee the scene,91,8,6.69,110,1.29,40,2,5,735.9000000000001
x-men: mutant revolution,603,14,6.28,204,3.22,180,3,4,1281.1200000000001
yalu: the chinese counteroffensive in korea: november 1950-may 1951 (second edition),267,12,7.29,82,2.95,600,1,2,597.78
black elephant,78,10,7.58,63,3.5,30,2,2,477.54
soldiers: man-to-man combat in world war ii,268,12,6.81,104,2.89,90,2,2,708.24
guadalcanal,589,12,6.47,159,2.67,240,2,2,1028.73
marvel dice masters: avengers infinity campaign box,174,14,7.36,79,3.0,30,2,2,581.44
ubongo junior,15,5,6.63,122,1.5,20,2,4,808.86
strife: shadows & steam,602,13,6.63,117,2.0,60,2,2,775.71
lusitania,361,8,7.47,111,1.5,20,2,4,829.17
dark nebula,417,12,6.39,175,2.34,90,2,2,1118.25
forbidden bridge,109,7,6.22,261,1.5,10,2,4,1623.4199999999998
"matanikau: battles on the matanikau river, guadalcanal, 1942",379,15,6.73,106,3.38,360,2,2,713.38
biotix,605,14,6.29,190,1.4,40,2,5,1195.1
bug hunter sniper!,772,12,6.91,93,3.17,90,2,3,642.63
china moon,305,8,5.85,479,1.58,30,2,5,2802.1499999999996
warzone (second edition),578,12,6.56,151,2.93,240,2,8,990.56
wonder tales,190,8,7.33,73,2.0,30,2,2,535.09
zombie in my pocket,405,11,5.82,522,1.38,30,1,8,3038.04
green box of games,200,5,7.63,66,2.0,120,1,10,503.58
wwe legends royal rumble card game,202,8,7.09,85,1.5,45,2,10,602.65
mexican train,117,10,5.7,1938,1.27,20,1,8,11046.6
narabi,287,10,6.15,215,1.4,15,3,5,1322.25
dreaming spires,526,10,6.37,196,3.0,90,3,5,1248.52
tiki,792,8,6.19,240,2.13,20,2,2,1485.6000000000001
tadaaam!,566,8,6.48,147,1.23,30,4,9,952.5600000000001
brawling barons,82,10,6.31,210,2.05,20,2,3,1325.1
18gb: the railways of great britain,375,12,7.84,54,4.0,300,2,6,423.36
wunderland,15,8,6.13,222,1.58,60,2,4,1360.86
napoleon on the danube,705,0,7.34,69,2.46,600,2,2,506.46
photo party,410,8,6.62,118,1.0,20,6,15,781.16
shibumi,232,6,7.75,63,2.83,15,1,8,488.25
proud monster deluxe,635,0,7.73,72,3.53,1500,2,6,556.5600000000001
neue welten,57,10,7.38,65,1.0,30,3,5,479.7
what price glory?,11,12,6.92,89,2.09,240,2,2,615.88
"great war at sea: 1904-1905, the russo-japanese war",72,12,6.59,141,2.44,30,2,4,929.1899999999999
little round top: the south's best chance at gettysburg,147,12,6.36,183,2.74,150,2,2,1163.88
cthulhu wars: duel,281,8,7.89,59,0.0,30,2,2,465.51
"from salerno to rome: world war ii - the italian campaign, 1943-1944",627,14,8.54,46,4.17,720,2,2,392.84
chronicles of crime: 2400,93,14,8.29,54,0.0,90,1,4,447.65999999999997
foundations of rome,0,13,7.7,72,1.92,90,2,4,554.4
viceroys,784,12,6.37,175,3.3,240,1,7,1114.75
realm of wonder,315,10,6.01,454,2.19,45,2,6,2728.54
dice age: the hunt,803,8,6.93,116,1.63,30,2,4,803.88
handsome,26,8,6.96,89,1.0,20,2,6,619.4399999999999
omaha,379,12,7.11,96,4.33,360,2,2,682.5600000000001
rory's story cubes: mythic,464,6,6.87,105,1.0,20,1,12,721.35
highlanders,501,12,6.21,194,2.06,90,3,5,1204.74
wipers salient,814,12,7.19,86,1.33,60,1,1,618.34
18rhl: rhineland,958,14,7.53,60,3.6,240,3,6,451.8
a fool's fortune,46,13,6.14,234,2.5,45,2,3,1436.76
warriors of japan: a country aflame 1335-1339,102,10,6.76,99,2.29,150,1,2,669.24
orc-lympics,28,8,6.48,142,1.33,20,2,5,920.1600000000001
king of chicago,296,14,6.53,172,2.57,120,2,6,1123.16
invasion 1066: the battle of hastings,925,12,7.34,70,2.33,140,2,2,513.8
drive on stalingrad: battle for southern russia game,387,12,6.44,163,3.41,1200,2,2,1049.72
squadro,45,8,6.52,144,1.4,20,2,2,938.8799999999999
capes & cowls: the superhero board game,787,9,7.71,66,3.0,60,2,4,508.86
la bérézina 1812,13,0,8.02,64,2.75,240,2,0,513.28
luck of the draw,566,10,6.57,155,1.13,30,4,8,1018.35
britain stands alone,13,12,6.58,135,3.21,360,2,2,888.3
rory's story cubes: animalia,464,6,6.71,112,0.0,20,1,12,751.52
1914: germany at war,102,14,8.22,58,2.55,200,1,3,476.76000000000005
castle of magic,34,12,6.15,231,2.52,90,4,6,1420.65
¡cobardes!,964,10,6.19,217,1.25,15,2,2,1343.23
invasion sicily,13,12,7.04,86,3.0,360,2,2,605.44
tien zi que,46,8,6.22,198,1.67,20,2,2,1231.56
rollet,229,7,7.0,90,1.0,10,4,4,630.0
rescue polar bears,599,10,6.88,96,2.8,60,1,4,660.48
card football: premiere edition,327,12,6.39,163,1.85,45,1,4,1041.57
lemonade stand,202,13,5.92,389,1.47,20,2,4,2302.88
haiclue,0,14,6.41,154,1.0,30,2,12,987.14
ave cesar,541,15,6.72,116,2.29,60,4,7,779.52
racetrack,404,10,6.35,159,1.45,15,2,8,1009.65
by golly!,559,5,6.01,283,1.04,15,2,6,1700.83
across the united states,744,8,7.03,80,2.0,60,2,5,562.4
rune wars,28,12,7.28,85,4.0,40,2,2,618.8000000000001
starfire ii,978,10,6.6,138,2.69,30,2,3,910.8
five points: gangs of new york,252,12,6.22,201,2.53,108,3,5,1250.22
arkham noir: collector case #1 - the real leeds,291,14,7.29,65,2.33,30,1,1,473.85
village of legends,201,10,7.21,135,2.0,60,2,4,973.35
timeline: québec,15,8,6.83,107,1.0,15,2,8,730.8100000000001
rocketmen,319,14,7.3,89,2.62,90,1,4,649.6999999999999
the d6 shooters,467,10,6.51,158,1.88,25,1,1,1028.58
het koninkrijk dominion,971,10,6.88,93,1.71,20,2,4,639.84
dragon keeper: the dungeon,26,10,6.25,217,2.0,30,2,4,1356.25
clay-o-rama,428,6,6.57,135,1.25,30,2,12,886.95
second world war at sea: eastern fleet,925,12,7.12,83,2.69,120,2,2,590.96
munchkin christmas lite,767,10,6.69,131,1.33,60,3,4,876.3900000000001
1941: operation barbarossa,147,12,6.67,126,2.16,120,2,2,840.42
origins of world war ii,240,12,5.97,420,2.12,60,2,5,2507.4
super cats,263,8,6.52,149,1.0,15,3,6,971.4799999999999
heroica: draida,779,7,5.93,428,1.48,10,2,2,2538.04
fatal alliances: the great war,635,12,8.16,77,4.08,1200,2,6,628.32
